reviewer_id,reviewed_at,review_round,case_id,category,prompt,response_A,response_B,instruction_adherence_A,instruction_adherence_B,clarity_A,clarity_B,usefulness_A,usefulness_B,personalization_fit_A,personalization_fit_B,correctness_A,correctness_B,preferred_response,reviewer_notes
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_001,conceptual,Explain the CAP theorem tradeoffs between Consistency and Partition Tolerance in distributed databases.,"In the CAP theorem, a system that must tolerate network partitions (P) cannot guarantee both strong consistency (C) and full availability (A) simultaneously. When a partition occurs, choosing consistency means rejecting or delaying requests on some nodes so all responses reflect the same state; choosing availability means serving requests locally, potentially returning divergent data. Thus the trade‑off is between preserving a single, up‑to‑date view of data versus keeping the system responsive despite the partition. In practice, designers pick the side that best matches their application’s correctness and latency requirements.","The CAP theorem states that a distributed system can guarantee at most two of Consistency, Availability, and Partition tolerance simultaneously. When a network partition occurs, a system must choose between keeping data **consistent** (all nodes see the same value) or remaining **available** (serving reads/writes despite the split). Prioritizing consistency means rejecting or delaying operations on the isolated side until the partition heals; prioritizing partition tolerance (and thus availability) allows operations to continue, potentially creating divergent replicas that are reconciled later. In practice, many databases adopt “eventual consistency” to stay partition‑tolerant while offering high availability.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_002,conceptual,What is Dependency Injection and how does it decouple unit testing?,"Dependency Injection (DI) is a design pattern where an object’s required collaborators are supplied from the outside rather than created internally. By receiving dependencies through constructors, setters, or interfaces, the object no longer hard‑codes concrete implementations, making it easy to swap in test doubles (mocks or stubs). This separation lets unit tests isolate the class under test, injecting lightweight substitutes that control behavior and avoid side effects. In short, DI removes tight coupling to concrete services, enabling straightforward, deterministic testing.","Dependency Injection (DI) is a design pattern where an object receives its required collaborators (services, repositories, etc.) from external code rather than creating them itself. By supplying those collaborators at construction or via setters, you can replace real implementations with lightweight test doubles (mocks or stubs) during unit tests, isolating the class under test. This separation removes hard‑coded dependencies, making tests faster, more reliable, and easier to write.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_003,conceptual,Explain the ACID properties of relational databases with concrete concurrency anomalies.,"ACID guarantees that transactions are **Atomic** (all‑or‑nothing), **Consistent** (preserve database rules), **Isolated** (appear to run alone), and **Durable** (changes survive crashes). Isolation is enforced by preventing concurrency anomalies such as **dirty reads** (reading uncommitted data), **non‑repeatable reads** (seeing different values on re‑query within the same transaction), **phantom reads** (new rows appearing in a range query), and **write‑skew** (two concurrent updates that together violate a constraint). These anomalies arise when isolation levels like Read Uncommitted or Read Committed are used instead of stricter levels (Repeatable Read or Serializable). Strong isolation (Serializable) eliminates them by ensuring transactions execute as if serialized.","ACID guarantees that a transaction is **Atomic** (all-or-nothing), **Consistent** (leaves the database in a valid state), **Isolated** (appears to run alone), and **Durable** (its effects survive crashes). Isolation prevents concurrency anomalies such as **dirty reads** (reading uncommitted data), **non‑repeatable reads** (seeing different values on re‑query), **phantom reads** (new rows appearing in a range query), and **lost updates** (two transactions overwriting each other’s changes). Strong isolation levels like SERIALIZABLE eliminate all these anomalies, while weaker levels (READ COMMITTED, REPEATABLE READ) allow some of them for higher performance. Choosing the right level balances correctness against throughput.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_004,conceptual,What are the core tradeoffs between microservices and a modular monolith?,"A modular monolith keeps the whole system in one deployable unit, giving you simpler testing, easier transactions, and lower operational overhead, while still letting you organize code into clear, independent modules. Microservices split functionality into separate services, offering independent scaling, technology heterogeneity, and fault isolation, but they introduce network latency, distributed‑system complexity, and higher DevOps costs. The trade‑off is essentially simplicity and cohesion versus flexibility and scalability; choose the monolith when you value rapid iteration and low ops burden, and microservices when you need granular scaling or strict isolation. In practice many teams start with a modular monolith and extract services only as clear boundaries and scaling needs emerge.","A modular monolith keeps the whole system in one deployable unit, giving you simpler deployment, easier end‑to‑end testing, and tighter data consistency, while still letting you organize code into clear, independent modules. Microservices split functionality into separate services, offering independent scaling, technology heterogeneity, and team autonomy, but they add operational overhead, network latency, and complexity around distributed transactions and monitoring. Choose a modular monolith when you value low operational cost and strong consistency, and move to microservices when you need granular scaling or isolated failure domains. The trade‑off is essentially simplicity versus flexibility and scalability.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_005,conceptual,Compare REST API over-fetching with GraphQL query resolution tradeoffs.,"REST endpoints return static representations, so clients often receive more data than needed (over‑fetching) or must make multiple calls for related resources, leading to inefficiency. GraphQL lets clients request exactly the fields they need, eliminating over‑fetching, but requires a resolver layer that must assemble data per query, which can introduce N+1 query problems, higher CPU usage, and more complex caching. The trade‑off is between REST’s simpler, cache‑friendly responses and GraphQL’s flexible, bandwidth‑efficient queries that demand careful resolver design and performance monitoring.","REST endpoints often return fixed payloads, so clients may receive more fields than needed (over‑fetching) or must make multiple calls to gather related data. GraphQL lets clients specify exactly the fields they want, eliminating over‑fetching, but the server must parse, validate, and resolve each field, which can increase CPU load and complicate caching. The trade‑off is simpler, cache‑friendly REST at the cost of bandwidth versus flexible, bandwidth‑efficient GraphQL with higher query‑execution overhead. Use REST when predictable responses and CDN caching dominate; use GraphQL when clients need varied data shapes and you can manage resolver complexity.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_006,conceptual,Walk through recursive DNS resolution from root servers to authoritative records.,"A recursive resolver first queries a root name server, which returns the NS records for the TLD (e.g., `.com`). The resolver then contacts one of those TLD servers, receiving the NS records for the domain’s authoritative zone (e.g., `example.com`). It finally queries an authoritative server for that zone, which returns the requested record (A, AAAA, MX, etc.) and often includes a TTL for caching. The resolver caches each response along the way so future lookups can skip the earlier steps.","A recursive resolver receives your domain query, then asks a root server for the “.com” (TLD) name‑server referral. It contacts that TLD server, which points it to the domain’s authoritative name server, and finally queries that server for the exact record (A, AAAA, MX, etc.). The authoritative server returns the answer, which the resolver caches and sends back to the client. Each step is cached to speed up future lookups.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_007,conceptual,Explain the generational garbage collection hypothesis and how it optimizes heap scanning.,"The generational garbage‑collection hypothesis observes that most objects die young, so the heap is divided into a short‑lived “young” generation and a longer‑lived “old” generation. By scanning only the young generation most frequently, the collector examines a small, densely populated region where most garbage resides, reducing overall heap‑scanning work. Objects that survive several young‑generation collections are promoted to the old generation, which is scanned less often because its objects tend to be long‑lived. This separation lets the GC focus effort where it’s most effective, improving throughput and pause times.","The generational garbage‑collection hypothesis observes that most objects die young, so the heap is divided into a young generation (where new objects are allocated) and an older generation (for survivors). By collecting the young generation frequently and only scanning the old generation when necessary, the collector reduces the amount of memory it must examine, because most live objects are found in the young space and the old space is scanned less often. This selective scanning cuts overall heap‑traversal cost and improves pause times while still eventually reclaiming long‑lived objects.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_008,conceptual,What is the difference between symmetric and asymmetric encryption in TLS key exchanges?,"Symmetric encryption uses a single shared secret key to both encrypt and decrypt data, offering fast performance for bulk data transfer; asymmetric encryption uses a public‑private key pair, allowing parties to establish that shared secret securely without prior exchange. In TLS, asymmetric algorithms (e.g., RSA, ECDHE) negotiate or exchange the symmetric session key, after which all application data is protected with symmetric encryption. This combination leverages the speed of symmetric ciphers and the secure key agreement of asymmetric cryptography.","Symmetric encryption uses a single shared secret key for both encrypting and decrypting data, offering high speed for bulk traffic. Asymmetric encryption employs a public‑private key pair; the public key encrypts (or verifies) and the private key decrypts (or signs), providing authentication and secure key exchange but at lower performance. In TLS, the asymmetric step secures the exchange of a pre‑master secret, after which both parties derive symmetric keys for the actual data transfer. (Language pair: auto‑detect → TLS terminology)",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_009,conceptual,Explain OAuth 2.0 Authorization Code Flow with PKCE step by step.,"1. The client generates a high‑entropy code verifier, derives a code challenge (e.g., SHA‑256 base64‑url‑encoded), and redirects the user’s browser to the authorization endpoint with client_id, redirect_uri, response_type=code, code_challenge, code_challenge_method, and requested scopes.  
2. The user authenticates and consents; the authorization server redirects back to redirect_uri with an authorization code and the original state value.  
3. The client sends a POST to the token endpoint containing grant_type=authorization_code, code, redirect_uri, client_id, code_verifier, and (if applicable) client authentication.  
4. The server verifies that the code_verifier matches the previously received code_challenge; upon success it returns an access token (and optionally a refresh token) to the client.","1. The client (e.g., a mobile app) generates a high‑entropy **code verifier** and derives a **code challenge** (usually a SHA‑256 hash) from it, then starts the flow by sending the user to the authorization endpoint with the challenge, client ID, redirect URI, and requested scopes.  
2. The user authenticates with the authorization server and, if needed, grants consent; the server then redirects the user back to the client’s redirect URI, appending an **authorization code**.  
3. The client receives this code and makes a back‑channel POST to the token endpoint, sending the code, its client ID, redirect URI, and the original **code verifier**.  
4. The authorization server hashes the verifier, compares it to the original challenge, and if they match, issues an **access token** (and optionally a refresh token and ID token).  
5. The client can now use the access token to call protected APIs; the PKCE step ensures that a leaked authorization code cannot be exchanged without the verifier, protecting public clients.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
automated_heuristic_rater_v1,2026-09-20T19:54:38.137360+00:00,1,concept_010,conceptual,Explain Event-Driven Architecture event sourcing vs change data capture.,"Event‑Driven Architecture (EDA) uses immutable events as the primary means of communication between services, allowing decoupled, reactive processing. Event sourcing stores every state‑changing action as an event in an append‑only log, making the log the source of truth for rebuilding any aggregate’s state. Change Data Capture (CDC) instead reads the data‑store’s transaction log or triggers to emit events that reflect row‑level changes, without treating those events as the authoritative state source. In short, event sourcing models business events as the canonical data, while CDC captures low‑level data mutations to synchronize downstream systems.","Event‑Driven Architecture (EDA) builds systems around immutable events that represent something that happened, letting services react to those events asynchronously. Event sourcing stores every state‑changing action as an event in an append‑only log, so the current state is rebuilt by replaying those events. Change Data Capture (CDC) instead monitors a database’s transaction log or tables and emits events that reflect the *result* of a change (insert, update, delete) without preserving the original intent or full history. Thus, event sourcing is a design pattern for modeling state, while CDC is a technique for extracting change events from existing data stores.",5.0,5.0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.0,TIE,Both responses convey foundational concepts accurately.
